Index Name,Currency,TickerType,Availability,RussellTick,Bloomberg,ReutersRIC
Russell Global ex-US Small Cap Defensive Total Return,USD,Total,End of day,RUGXUSFT,RUGXUSFT,.RUGXUSFT
Russell Global ex-US Small Cap Dynamic,USD,Price,End of day,RUGXUSDY,RUGXUSDY,.RUGXUSDY
Russell Global ex-US Small Cap Dynamic Net Return,USD,Net,End of day,RUGXUSYN,RUGXUSYN,.RUGXUSYN
Russell Global ex-US Small Cap Dynamic Total Return,USD,Total,End of day,RUGXUSYT,RUGXUSYT,.RUGXUSYT
Russell Global ex-US Small Cap Growth,USD,Price,Real Time,RGXUSGUSD,RGXUSG,.RGXUSGUSD
Russell Global ex-US Small Cap Growth Index,USD,Net,End of day,,RGXUSZ,
Russell Global ex-US Small Cap Net Return,USD,Net,End of day,RGXUSN,RGXUSQ,.RGXUSSNU
Russell Global ex-US Small Cap Total Return,USD,Total,End of day,RGXUSTRUSD,RGXUSC,.RGXUSSTU
Russell Global ex-US Small Cap Value,USD,Price,Real Time,RGXUSVUSD,RGXUSV,.RGXUSVUSD
Russell Global ex-US Small Cap Value Index,USD,Net,End of day,,RGXUSW,
Russell Global ex-US Small Cap Value Total Return,USD,Total,End of day,RGXUSVTRUSD,RGXUSX,.RGXUSVTRUSD
Russell Global ex-US Total Return,USD,Total,End of day,RGXUTRUSD,RGXUR,.RGXUSTU
Russell Global ex-US Value,USD,Price,Real Time,RGXUVUSD,RGXUV,.RGXUVUSD
Russell Global ex-US Value Index,USD,Net,End of day,,RGXUW ,
Russell Global ex-US Value Total Return,USD,Total,End of day,RGXUVTRUSD,RGXUX,.RGXUVTRUSD
Russell Global Growth,USD,Price,Real Time,RGGUSD,RGG,.RGGUSD
Russell Global Growth Index,USD,Net,End of day,,RGGN,
Russell Global Growth Total Return,USD,Total,End of day,RGGTRUSD,RGGR,.RGGTRUSD
Russell Global Growth-Defensive TR,USD,Total,End of day,RUGGDFTR,RUGOGFT,.RUGGDFTR
Russell Global Growth-Dynamic TR,USD,Total,End of day,RUGGDYTR,RUGOGYT,.RUGGDYTR
Russell Global Japan Small Cap,USD,Price,End of day,RGJPSCUSD,,.RGJPSCUSD
Russell Global Japan Small Cap Growth,USD,Price,End of day,RGJPSCGUSD,,.RGJPSCGUSD
Russell Global Japan Small Cap Growth Net Return,USD,Net,End of day,RGJPSCGNUSD,,.RGJPSCGNUSD
Russell Global Japan Small Cap Growth Total  Return,USD,Total,End of day,RGJPSCGTUSD,,.RGJPSCGTUSD
Russell Global Japan Small Cap Net Return,USD,Net,End of day,RGJPSCNUSD,,.RGJPSCNUSD
Russell Global Japan Small Cap Total  Return,USD,Total,End of day,RGJPSCTUSD,,.RGJPSCTUSD
Russell Global Japan Small Cap Value,USD,Price,End of day,RGJPSCVUSD,,.RGJPSCVUSD
Russell Global Japan Small Cap Value Net Return,USD,Net,End of day,RGJPSCVNUSD,,.RGJPSCVNUSD
Russell Global Japan Small Cap Value Total  Return,USD,Total,End of day,RGJPSCVTUSD,,.RGJPSCVTUSD
Russell Global Large Cap,USD,Price,Real Time,RGLUSD,RGL,.RGLUSD
Russell Global Large Cap Defensive,USD,Price,End of day,RUGLDF,RUGLCDF,.RUGLDF
Russell Global Large Cap Defensive Net Return,USD,Net,End of day,RUGLDFN,RUGLCDFN,.RUGLDFN
Russell Global Large Cap Defensive Total Return,USD,Total,End of day,RUGLDFTR,RUGLCDFT,.RUGLDFTR
Russell Global Large Cap Dynamic,USD,Price,End of day,RUGLDY,RUGLCDY,.RUGLDY
Russell Global Large Cap Dynamic Net Return,USD,Net,End of day,RUGLDYN,RUGLCDYN,.RUGLDYN
Russell Global Large Cap Dynamic Total Return,USD,Total,End of day,RUGLDYTR,RUGLCDYT,.RUGLDYTR
Russell Global Large Cap Equal Weight Net Index,USD,Net,End of day,RGLEUN,RURGLEUN,.RGLEUN
Russell Global Large Cap Equal Weight Price Index,USD,Price,End of day,RGLEUP,RURGLEUP,.RGLEUP
Russell Global Large Cap Equal Weight Total Index,USD,Total,End of day,RGLEUT,RURGLEUT,.RGLEUT
Russell Global Large Cap Growth,USD,Price,End of day,RGLGUSD,RGLG,.RGLGUSD
Russell Global Large Cap Growth Net Return,USD,Net,End of day,RGLGNRUSD,RGLZ,.RGLGNRUSD
Russell Global Large Cap Growth Total Return,USD,Total,End of day,RGLGTRUSD,RGLCY,.RGLGTRUSD
Russell Global Large Cap High Eff Def - Low,USD,Price,End of day,RURDWL3,RURDWL3,.RURDWL3
Russell Global Large Cap High Eff Def - Low NR,USD,Net,End of day,RURDWL3N,RURDWL3N,.RURDWL3N
Russell Global Large Cap High Eff Def - Low TR,USD,Total,End of day,RURDWL3T,RURDWL3T,.RURDWL3T
Russell Global Large Cap High Eff Def - Mod,USD,Price,End of day,RURDWL6,RURDWL6,.RURDWL6
Russell Global Large Cap High Eff Def - Mod NR,USD,Net,End of day,RURDWL6N,RURDWL6N,.RURDWL6N
Russell Global Large Cap High Eff Def - Mod TR,USD,Total,End of day,RURDWL6T,RURDWL6T,.RURDWL6T
Russell Global Large Cap High Eff Low Volatility Index Net,USD,Net,Real Time,RURHRLLN,RURHRLLN,.RURHRLLN
Russell Global Large Cap High Eff Momentum Index Net,USD,Net,Real Time,RURHRLMN,RURHRLMN,.RURHRLMN
Russell Global Large Cap High Eff Quality Index Net,USD,Net,Real Time,RURHRLQN,RURHRLQN,.RURHRLQN
Russell Global Large Cap High Eff Value Index Net,USD,Net,Real Time,RURHRLVN,RURHRLVN,.RURHRLVN
Russell Global Large Cap Index EUR Net,EUR,Net,End of day,,RUGLLCNE,
Russell Global Large Cap Index GBP,GBP,Price,End of day,,RUGLLCNA,
Russell Global Large Cap Index GBP Net,GBP,Net,End of day,,RUGLLCNP,
Russell Global Large Cap Index JPY Net,JPY,Net,End of day,,RUGLLCNY,
Russell Global Large Cap Net Return,USD,Net,End of day,RGLN,RGLN,.RGLNU
Russell Global Large Cap Total Return,USD,Total,End of day,RGLTRUSD,RGLR,.RGLTU
Russell Global Large Cap Value,USD,Price,End of day,RGLVUSD,RGLV,.RGLVUSD
Russell Global Large Cap Value Net Return,USD,Net,End of day,RGLVNRUSD,RGLW,.RGLVNRUSD
Russell Global Large Cap Value Total Return,USD,Total,End of day,RGLVTRUSD,RGLX,.RGLVTRUSD
Russell Global LC High Eff Low Volatility Index,USD,Price,End of day,RURHRLL,,.RURHRLL
Russell Global LC High Eff Momentum Index,USD,Price,End of day,RURHRLM,,.RURHRLM
Russell Global LC High Eff Quality Index,USD,Price,End of day,RURHRLQ,,.RURHRLQ
Russell Global LC High Eff Value Index,USD,Price,End of day,RURHRLV,,.RURHRLV
Russell Global Midcap,USD,Price,End of day,RGMUSD,,.RGMUSD
Russell Global Midcap Growth Index,USD,Price,End of day,RGMGUSD,,
Russell Global Midcap Growth Net Return,USD,Net,End of day,RGMGNUSD,,
Russell Global Midcap Growth Total Return,USD,Total,End of day,RGMGTUSD,,
Russell Global Midcap Total Return,USD,Total,End of day,RGMTRUSD,,.RGMTRUSD
Russell Global Midcap Value Index,USD,Price,End of day,RGMVUSD,,
Russell Global Midcap Value Net Return,USD,Net,End of day,RGMVNUSD,,
Russell Global Midcap Value Total Return,USD,Total,End of day,RGMVTUSD,,
Russell Global Net Return,USD,Net,End of day,RGINRUSD,RGN,.RGINRUSD
Russell Global RGS Consumer Discretionary,USD,Price,End of day,RGLODUSD,RGLOD,.RGLODUSD
Russell Global RGS Consumer Discretionary Total Return,USD,Total,End of day,RGLODTRUSD,,.RGLODTRUSD
Russell Global RGS Consumer Staples,USD,Price,End of day,RGLOSUSD,RGLOS,.RGLOSUSD
Russell Global RGS Consumer Staples Total Return,USD,Total,End of day,RGLOSTRUSD,,.RGLOSTRUSD
Russell Global RGS Energy,USD,Price,End of day,RGLOEUSD,RGLOE,.RGLOEUSD
Russell Global RGS Energy Total Return,USD,Total,End of day,RGLOETRUSD,,.RGLOETRUSD
Russell Global RGS Financial Services,USD,Price,End of day,RGLOFUSD,,.RGLOFUSD
Russell Global RGS Financial Services Total Return,USD,Total,End of day,RGLOFTRUSD,,.RGLOFTRUSD
Russell Global RGS Health Care,USD,Price,End of day,RGLOHUSD,,.RGLOHUSD
Russell Global RGS Health Care Total Return,USD,Total,End of day,RGLOHTRUSD,,.RGLOHTRUSD
Russell Global RGS Materials & Processing,USD,Price,End of day,RGLOMUSD,RGLOM,.RGLOMUSD
Russell Global RGS Materials & Processing Total Return,USD,Total,End of day,RGLOMTRUSD,,.RGLOMTRUSD
Russell Global RGS Producer Durables,USD,Price,End of day,RGLOPUSD,RGLOP,.RGLOPUSD
Russell Global RGS Producer Durables Total Return,USD,Total,End of day,RGLOPTRUSD,,.RGLOPTRUSD
Russell Global RGS Sub: REIT Total Return ,USD,Total,End of day,RUGREIT,,.RUGREIT
Russell Global RGS Technology,USD,Price,End of day,RGLOTUSD,,.RGLOTUSD
Russell Global RGS Technology Total Return,USD,Total,End of day,RGLOTTRUSD,,.RGLOTTRUSD
Russell Global RGS Utilities,USD,Price,End of day,RGLOUUSD,,.RGLOUUSD
Russell Global RGS Utilities Total Return,USD,Total,End of day,RGLOUTRUSD,,.RGLOUTRUSD
Russell Global Small Cap,USD,Price,Real Time,RGSUSD,RGS,.RGSUSD
Russell Global Small Cap Defensive,USD,Price,End of day,RUGSDF,RUGSCDF,.RUGSDF
Russell Global Small Cap Defensive Net Return,USD,Net,End of day,RUGSDFN,RUGSCDFN,.RUGSDFN
Russell Global Small Cap Defensive Total Return,USD,Total,End of day,RUGSDFTR,RUGSCDFT,.RUGSDFTR
Russell Global Small Cap Dynamic,USD,Price,End of day,RUGSDY,RUGSCDY,.RUGSDY
Russell Global Small Cap Dynamic Net Return,USD,Net,End of day,RUGSDYN,RUGSCDYN,.RUGSDYN
Russell Global Small Cap Dynamic Total Return,USD,Total,End of day,RUGSDYTR,RUGSCDYT,.RUGSDYTR
Russell Global Small Cap Growth,USD,Price,End of day,RGSGUSD,RGSCG,.RGSGUSD
Russell Global Small Cap Growth Index Net,USD,Net,End of day,,RGSCZ,
Russell Global Small Cap Growth Total Return,USD,Total,End of day,RGSGTRUSD,RGSCY,.RGSGTRUSD
Russell Global Small Cap Net Return,USD,Net,End of day,RGSN,RGSN,.RGSNU
Russell Global Small Cap Total Return,USD,Total,End of day,RGSTRUSD,RGSR,.RGSTU
Russell Global Small Cap Value,USD,Price,End of day,RGSVUSD,RGSV,.RGSVUSD
Russell Global Small Cap Value Index Net,USD,Net,End of day,,RGSW,
Russell Global Small Cap Value Total Return,USD,Total,End of day,RGSVTRUSD,RGSX,.RGSVTRUSD
Russell Global Total Return,USD,Total,End of day,RGITRUSD,RGIR,.RGITRUSD
Russell Global Value,USD,Price,Real Time,RGVUSD,RGV,.RGVUSD
Russell Global Value Index Net,USD,Net,End of day,,RGVN,
Russell Global Value Total Return,USD,Total,End of day,RGVTRUSD,RGVR,.RGVTRUSD
Russell Global Value-Defensive TR,USD,Total,End of day,RUGVDFTR,RUGOVFT,.RUGVDFTR
Russell Global Value-Dynamic TR,USD,Total,End of day,RUGVDYTR,RUGOVYT,.RUGVDYTR
Russell Greater China,USD,Price,End of day,RCNGUSD,RCNG,.RCNGUSD
Russell Greater China Growth,USD,Price,End of day,RCNGGUSD,RCNGG,.RCNGGUSD
Russell Greater China Growth Index Net,USD,Net,End of day,,RCNGZ,
Russell Greater China Growth Total Return,USD,Total,End of day,RCNGGTRUSD,RCNGY,.RCNGGTRUSD
Russell Greater China Index Net,USD,Net,End of day,,RCNGN,
Russell Greater China Large Cap,USD,Price,End of day,RCNGLUSD,RCNGL,.RCNGLUSD
Russell Greater China Large Cap Equal Weight Index,USD,Price,Real Time,RGELC,RURGELC,.RGELC
Russell Greater China Large Cap Equal Weight Ttl Rtn,USD,Total,End of day,RGELCTR,RUGELCTR,.RGELCTR
Russell Greater China Large Cap Growth,USD,Price,End of day,RCNGLGUSD,,.RCNGLGUSD
Russell Greater China Large Cap Growth Total Return,USD,Total,End of day,RCNGLGTRUSD,,.RCNGLGTRUSD
Russell Greater China Large Cap Index Net,USD,Net,End of day,,RCNGLK,
Russell Greater China Large Cap Total Return,USD,Total,End of day,RCNGLTRUSD,RCNGLA,.RCNGLTRUSD
Russell Greater China Large Cap Value,USD,Price,End of day,RCNGLVUSD,,.RCNGLVUSD
Russell Greater China Large Cap Value Total Return,USD,Total,End of day,RCNGLVTRUSD,,.RCNGLVTRUSD
Russell Greater China Small Cap,USD,Price,End of day,RCNGSUSD,RCNGS,.RCNGSUSD
Russell Greater China Small Cap Growth,USD,Price,End of day,RCNGSGUSD,,.RCNGSGUSD
Russell Greater China Small Cap Growth Total Return,USD,Total,End of day,RCNGSGTRUSD,,.RCNGSGTRUSD
Russell Greater China Small Cap Index Net,USD,Net,End of day,,RCNGSQ,
Russell Greater China Small Cap Total Return,USD,Total,End of day,RCNGSTRUSD,RCNGSC,.RCNGSTRUSD
Russell Greater China Small Cap Value,USD,Price,End of day,RCNGSVUSD,,.RCNGSVUSD
Russell Greater China Small Cap Value Total Return,USD,Total,End of day,RCNGSVTRUSD,,.RCNGSVTRUSD
Russell Greater China Total Return,USD,Total,End of day,RCNGTRUSD,RCNGR,.RCNGTRUSD
Russell Greater China Value,USD,Price,End of day,RCNGVUSD,RCNGV,.RCNGVUSD
Russell Greater China Value Index Net,USD,Net,End of day,,RCNGW,
Russell Greater China Value Total Return,USD,Total,End of day,RCNGVTRUSD,RCNGX,.RCNGVTRUSD
Russell Greece,USD,Price,End of day,RGGR,,.RGGR
Russell Greece Total Return,USD,Total,End of day,RGGRT,,.RGGRT
Russell Hong Kong,USD,Price,End of day,RGHK,RGHK,.RGHK
Russell Hong Kong Total Return,USD,Total,End of day,RGHKT,,.RGHKT
Russell Hungary,USD,Price,End of day,RGHU,,.RGHU
Russell Hungary Total Return,USD,Total,End of day,RGHUT,,.RGHUT
Russell India,USD,Price,End of day,RGIN,RGIN,.RGIN
Russell India Index,USD,Net,End of day,,RUINDNET,
Russell India Large Cap Index,USD,Price,End of day,,RGINL,
Russell India Total Return ,USD,Total,End of day,RGINT,,.RGINT
Russell Indonesia,USD,Price,End of day,RGID,,.RGID
Russell Indonesia Large Cap Index,LOC,Price,End of day,,RGIDL,
Russell Indonesia Large Cap Index,LOC,Net,End of day,,RGIDLK,
Russell Indonesia Large Cap Index,JPY,Price,End of day,,RUIDLPJY,
Russell Indonesia Large Cap Index,JPY,Net,End of day,,RUIDLNJY,
Russell Indonesia Total Return,USD,Total,End of day,RGIDT,,.RGIDT
Russell Ireland,USD,Price,End of day,RGIR,,.RGIR
Russell Ireland Total Return,USD,Total,End of day,RGIRT,,.RGIRT
Russell Israel,USD,Price,End of day,RGIL,,.RGIL
Russell Israel Total Return,USD,Total,End of day,RGILT,,.RGILT
Russell Italy,USD,Price,End of day,RGIT,,.RGIT
Russell Italy Total Return,USD,Total,End of day,RGITT,,.RGITT
Russell Japan,USD,Price,End of day,RGJP,RGJP,.RGJP
Russell Japan Index Net Total Return,USD,Net,End of day,RGJPNR,,.RGJPNR
Russell Japan Total Return,USD,Total,End of day,RGJPT,,.RGJPT
Russell JPM North America Equal Weight Large Cap,USD,Total,Real Time,RUJNAELT,,.RUJNAELT
Russell JPM North America Equal Weight Large Cap,USD,Price,Real Time,RUJNAELP,,.RUJNAELP
Russell JPM North America Equity 1 Price Return,USD,Price,Real Time,RUJPNAPR,,.RUJPNAPR
Russell JPM North America Equity 1 Total Return,USD,Total,Real Time,RUJPNATR,,.RUJPNATR
Russell Latin America,USD,Price,End of day,RLAM,RGLAM,.RLAM
Russell Latin America Total Return,USD,Total,End of day,RLAMT,RGLAMT,.RLAMT
Russell Luxembourg,USD,Price,End of day,RGLU,,.RGLU1
Russell Luxembourg Total Return,USD,Total,End of day,RGLUT,,.RGLUT
Russell Malaysia,USD,Price,End of day,RGMY,,.RGMY
Russell Malaysia Total Return,USD,Total,End of day,RGMYT,,.RGMYT
Russell Mexico,USD,Price,End of day,RGMX,,.RGMX
Russell Mexico Total Return,USD,Total,End of day,RGMXT,,.RGMXT
Russell Microcap,USD,Price,Real Time,RUMIC,RMICRO,.RUMIC
Russell Microcap Growth,USD,Price,End of day,RUMICG,,.RUMICG
Russell Microcap Growth Total  Return,USD,Total,End of day,RUMICGTR,,.RUMICGTR
Russell Microcap Net GBP,GBP,Net,End of day,RUMICNRP,,.RUMICNRP
Russell Microcap Net USD,USD,Net,End of day,RUMICNRU,,.RUMICNRU
Russell Microcap RGS Consumer Discretionary,USD,Price,End of day,RMICCD,,.RMICCD
Russell Microcap RGS Consumer Discretionary Total Return,USD,Total,End of day,RMICCDT,,.RMICCDT
Russell Microcap RGS Consumer Staples,USD,Price,End of day,RMICCS,,.RMICCS
Russell Microcap RGS Consumer Staples Total Return,USD,Total,End of day,RMICCST,,.RMICCST
Russell Microcap RGS Energy,USD,Price,End of day,RMICENG,,.RMICENG
Russell Microcap RGS Energy Total Return,USD,Total,End of day,RMICENGT,,.RMICENGT
Russell Microcap RGS Financial Services,USD,Price,End of day,RMICFS,,.RMICFS
Russell Microcap RGS Financial Services Total Return,USD,Total,End of day,RMICFST,,.RMICFST
Russell Microcap RGS Health Care,USD,Price,End of day,RMICHC,,.RMICHC
Russell Microcap RGS Health Care Total Return,USD,Total,End of day,RMICHCT,,.RMICHCT
Russell Microcap RGS Materials & Processing,USD,Price,End of day,RMICMP,,.RMICMP
Russell Microcap RGS Materials & Processing Total Return,USD,Total,End of day,RMICMPT,,.RMICMPT
Russell Microcap RGS Producer Durables,USD,Price,End of day,RMICPD,,.RMICPD
Russell Microcap RGS Producer Durables Total Return,USD,Total,End of day,RMICPDT,,.RMICPDT
Russell Microcap RGS Technology,USD,Price,End of day,RMICTEC,,.RMICTEC
Russell Microcap RGS Technology Total Return,USD,Total,End of day,RMICTECT,,.RMICTECT
Russell Microcap RGS Utilities,USD,Price,End of day,RMICUT,,.RMICUT
Russell Microcap RGS Utilities Total Return,USD,Total,End of day,RMICUTT,,.RMICUTT
Russell Microcap Total Return,USD,Total,End of day,RUMICTR,RUTPMCTR,.RUMICTR
Russell Microcap Value,USD,Price,End of day,RUMICV,,.RUMICV
Russell Microcap Value Total  Return,USD,Total,End of day,RUMICVTR,,.RUMICVTR
Russell Midcap,USD,Price,Real Time,RMCC,RMC,.RMCC
Russell Midcap Defensive,USD,Price,End of day,RUMCAPDF,RUMCAPDF,.RUMCAPDF
Russell Midcap Defensive Net,USD,Net,End of day,RUMDFNR,RUMDFNR,.RUMDFNR
Russell Midcap Defensive Net EUR,EUR,Net,End of day,RUMDFNRE,RUMDFNRE,.RUMDFNRE
Russell Midcap Defensive Total Return,USD,Total,End of day,RUMCDFTR,RUMCDFTR,.RUMCDFTR
Russell Midcap Dynamic,USD,Price,End of day,RUMCAPDY,RUMCAPDY,.RUMCAPDY
Russell Midcap Dynamic Net,USD,Net,End of day,RUMDYNR,RUMDYNR,.RUMDYNR
Russell Midcap Dynamic Net EUR,EUR,Net,End of day,RUMDYNRE,RUMDYNRE,.RUMDYNRE
Russell Midcap Dynamic Total Return,USD,Total,End of day,RUMCDYTR,RUMCDYTR,.RUMCDYTR
Russell Midcap Equal Weight Index,USD,Price,Real Time,RMEMC,RURMEMC,.RMEMC
Russell Midcap Equal Weight Total Return,USD,Total,End of day,RMEMCTR,RUMEMCTR,.RMEMCTR
Russell Midcap Growth,USD,Price,Real Time,RMCCG,RDG,.RMCCG
Russell Midcap Growth Net Return,USD,Net,End of day,RMCCGNR,,.RMCCGNR
Russell Midcap Growth RGS Health Care,USD,Price,End of day,RMCGRGSHC,,.RMCGRGSHC
Russell Midcap Growth RGS Health Care Total Return,USD,Total,End of day,RMCGRGSHCT,,.RMCGRGSHCT
Russell Midcap Growth Total Return,USD,Total,End of day,RMCCGTR,RUMCGRTR,.RMCCGTRI
Russell Midcap Growth-Defensive TR,USD,Total,End of day,RMCGDFTR,,.RMCGDFTR
Russell Midcap Growth-Dynamic TR,USD,Total,End of day,RMCGDYTR,,.RMCGDYTR
Russell Midcap Index GBP,GBP,Price,End of day,,RUMCGBHI,
Russell Midcap Net Return,USD,Net,End of day,RMCCNR,RUMCN30U,.RUMNU
Russell Midcap RGS Consumer Discpretionary Index Total Return,USD,Total,End of day,RMCRGSCDT,,.RMCRGSCDT
Russell Midcap RGS Consumer Discretionary Index Price Return,USD,Price,End of day,RMCRGSCD,,.RMCRGSCD
Russell Midcap RGS Consumer Staples Index Price Return,USD,Price,End of day,RMCRGSCS,,.RMCRGSCS
Russell Midcap RGS Consumer Staples Index Total Return,USD,Total,End of day,RMCRGSCST,,.RMCRGSCST
Russell Midcap RGS Energy Index Price Return,USD,Price,End of day,RMCRGSENG,,.RMCRGSENG
Russell Midcap RGS Energy Index Total Return,USD,Total,End of day,RMCRGSENGT,,.RMCRGSENGT
Russell Midcap RGS Financial Services Index Price Return,USD,Price,End of day,RMCRGSFS,,.RMCRGSFS
Russell Midcap RGS Financial Services Index Total Return,USD,Total,End of day,RMCRGSFST,,.RMCRGSFST
Russell Midcap RGS Health Care Index Price Return,USD,Price,End of day,RMCRGSHC,,.RMCRGSHC
Russell Midcap RGS Health Care Index Total Return,USD,Total,End of day,RMCRGSHCT,,.RMCRGSHCT
Russell Midcap RGS Materials & Processing Index Price Return,USD,Price,End of day,RMCRGSMP,,.RMCRGSMP
Russell Midcap RGS Materials & Processing Index Total Return,USD,Total,End of day,RMCRGSMPT,,.RMCRGSMPT
Russell Midcap RGS Producer Durables Index Price Return,USD,Price,End of day,RMCRGSPD,,.RMCRGSPD
Russell Midcap RGS Producer Durables Index Total Return,USD,Total,End of day,RMCRGSPDT,,.RMCRGSPDT
Russell Midcap RGS Technology Index Price Return,USD,Price,End of day,RMCRGSTEC,,.RMCRGSTEC
Russell Midcap RGS Technology Index Total Return,USD,Total,End of day,RMCRGSTECT,,.RMCRGSTECT
Russell Midcap RGS Utilities Index Price Return,USD,Price,End of day,RMCRGSUT,,.RMCRGSUT
Russell Midcap RGS Utilities Index Total Return,USD,Total,End of day,RMCRGSUTT,,.RMCRGSUTT
Russell Midcap Total Return,USD,Total,End of day,RMCCTR,RUMCINTR,.RUMTU
Russell Midcap Value,USD,Price,Real Time,RMCCV,RMV,.RMCCV
Russell Midcap Value Net Return,USD,Net,End of day,RMCCVNR,,.RMCCVNR
Russell Midcap Value RGS Health Care,USD,Price,End of day,RMCVRGSHC,,.RMCVRGSHC
Russell Midcap Value RGS Health Care Total Return,USD,Total,End of day,RMCVRGSHCT,,.RMCVRGSHCT
Russell Midcap Value Total Return,USD,Total,End of day,RMCCVTR,RUMCVATR,.RMCCVTRI
Russell Midcap Value-Defensive TR,USD,Total,End of day,RMCVDFTR,,.RMCVDFTR
Russell Midcap Value-Dynamic TR,USD,Total,End of day,RMCVDYTR,,.RMCVDYTR
Russell Midcap� Pure Growth Price,USD,Price,Real Time,RMCPGROP,RMCPGROP,.RMCPGROP
Russell Midcap� Pure Growth Total,USD,Total,End of day,RMCPGROT,RMCPGROT,.RMCPGROT
Russell Midcap� Pure Value Price,USD,Price,Real Time,RMCPVALP,RMCPVALP,.RMCPVALP
Russell Midcap� Pure Value Total,USD,Total,End of day,RMCPVALT,RMCPVALT,.RMCPVALT
Russell Mini 1000,USD,Price,Real Time,RUIMINI,,.RUIMINI
Russell Mini 2000,USD,Price,Real Time,RUTMINI,,.RUTMINI
Russell Morocco,USD,Price,End of day,RGMO,,.RGMO
Russell Morocco Total Return,USD,Total,End of day,RGMOT,,.RGMOT
Russell Netherlands,USD,Price,End of day,RGNL,,.RGNL
Russell Netherlands Total Return,USD,Total,End of day,RGNLT,,.RGNLT
Russell New Zealand,USD,Price,End of day,RGNZ,,.RGNZ
Russell New Zealand Domestic ,USD,Price,End of day,RUNZDPR,,.RUNZDPR
Russell New Zealand Domestic Net Return,USD,Net,End of day,RUNZDNR,,.RUNZDNR
Russell New Zealand Domestic Total Return,USD,Total,End of day,RUNZDTR,,.RUNZDTR
Russell New Zealand Total Return,USD,Total,End of day,RGNZT,,.RGNZT
Russell North America,USD,Price,End of day,RNAM,RNAM,.RNAM
Russell North America Index,USD,Net,End of day,,RNAMN,
Russell North America Large Cap Index,USD,Price,End of day,,RNAML,
Russell North America Large Cap Index,USD,Net,End of day,,RNAMLK,
Russell North America Total Return,USD,Total,End of day,RNAMT,,.RNAMT
Russell Norway,USD,Price,End of day,RGNO,,.RGNO
Russell Norway Total Return,USD,Total,End of day,RGNOT,,.RGNOT
Russell Peru,USD,Price,End of day,RGPE,,.RGPE
Russell Peru Total Return,USD,Total,End of day,RGPET,,.RGPET
Russell Philippines,USD,Price,End of day,RGPH,,.RGPH
Russell Philippines Total Return,USD,Total,End of day,RGPHT,,.RGPHT
Russell Poland,USD,Price,End of day,RGPL,,.RGPL
Russell Poland Total Return,USD,Total,End of day,RGPLT,,.RGPLT
Russell Portugal,USD,Price,End of day,RGPT,,.RGPT
Russell Portugal Total Return,USD,Total,End of day,RGPTT,,.RGPTT
Russell Russia,USD,Price,End of day,RGRU,RGRU,.RGRU
Russell Russia Large Cap ,USD,Price,End of day,,RGRUL,
Russell Russia Total Return,USD,Total,End of day,RGRUT,,.RGRUT
Russell Singapore,USD,Price,End of day,RGSG,RGSG,.RGSG
Russell Singapore Total Return,USD,Total,End of day,RGSGT,,.RGSGT
Russell Small Cap Completeness,USD,Price,Real Time,RSCC,RSCC,.RSCC
Russell Small Cap Completeness Growth,USD,Price,Real Time,RSCCG,RSCCG,.RSCCG
Russell Small Cap Completeness Growth Net Return,USD,Net,End of day,RSCCGNR,,.RSCCGNR
Russell Small Cap Completeness Growth Total Return,USD,Total,End of day,RSCCGTR,RSCCGRTR,.RSCCGTRI
Russell Small Cap Completeness Index GBP,GBP,Price,End of day,,RSCCGBHI,
Russell Small Cap Completeness Net Return,USD,Net,End of day,RSCCNR,,.RSCCNR
Russell Small Cap Completeness Total Return,USD,Total,End of day,RSCCTR,RSCCINTR,.RSCCTR
Russell Small Cap Completeness Value,USD,Price,Real Time,RSCCV,RSCCV,.RSCCV
Russell Small Cap Completeness Value Net Return,USD,Net,End of day,RSCCVNR,,.RSCCVNR
Russell Small Cap Completeness Value Total Return,USD,Total,End of day,RSCCVTR,RSCCVATR,.RSCCVTRI
Russell South Africa,USD,Price,End of day,RGSA,,.RGSA
Russell South Africa Total Return,USD,Total,End of day,RGSAT,,.RGSAT
Russell South Korea,USD,Price,End of day,RGKR,RGKR,.RGKR
Russell South Korea Total Return,USD,Total,End of day,RGKRT,,.RGKRT
Russell Spain,USD,Price,End of day,RGSP,,.RGSP
Russell Spain Total Return,USD,Total,End of day,RGSPT,,.RGSPT
Russell Sweden,USD,Price,End of day,RGSE,,.RGSE
Russell Sweden Total Return,USD,Total,End of day,RGSET,,.RGSET
Russell Switzerland,USD,Price,End of day,RGSW,,.RGSW
Russell Switzerland Total Return,USD,Total,End of day,RGSWT,,.RGSWT
Russell Taiwan,USD,Price,End of day,RGTW,RGTW,.RGTW
Russell Taiwan Small Cap ,TWD,Price,End of day,RGTWSCP,,.RGTWSCP
Russell Taiwan Small Cap Technology,TWD,Price,End of day,RUTWSCTP,,.RUTWSCTP
Russell Taiwan Small Cap TR,TWD,Total,End of day,RGTWSCT,,.RGTWSCT
Russell Taiwan Total Return,USD,Total,End of day,RGTWT,,.RGTWT
Russell Thailand,USD,Price,End of day,RGTH,,.RGTH
Russell Thailand Total Return,USD,Total,End of day,RGTHT,,.RGTHT
Russell Top 200,USD,Price,Real Time,RT200,R200,.RT200
Russell Top 200 Defensive,USD,Price,End of day,RUT200DF,RUT200DF,.RUT200DF
Russell Top 200 Defensive Net,USD,Net,End of day,RUTDFNR,RUTDFNR,.RUTDFNR
